資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-052-01	四種相違疏本文	803	199	如	如	此囙如能	此囙如能			3	1	〔朱〕上	平去上毘							07-03：057	
20-052-01	四種相違疏本文	804	199	能	能	此囙如能	此囙如能			4	2	〔朱〕毘	平去上毘							07-03：057	
20-052-01	四種相違疏本文	805	200	成	成	成遮實等	成遮實等			1	2	〔朱〕去濁	去濁上入濁平							07-03：057	
20-052-01	四種相違疏本文	806	200	遮	遮	成遮實等	成遮實等			2	1	〔朱〕上	去濁上入濁平							07-03：057	
20-052-01	四種相違疏本文	807	200	實	實	成遮實等	成遮實等			3	2	〔朱〕入濁	去濁上入濁平							07-03：057	
20-052-01	四種相違疏本文	808	200	等	等	成遮實等	成遮實等			4	2	〔朱〕平	去濁上入濁平							07-03：057	
20-052-01	四種相違疏本文	809	201	如	如	如是𡖋能	如是𡖋能			1	1	〔朱〕上	上平濁＊去							07-03：057	
20-052-01	四種相違疏本文	810	201	是	是	如是𡖋能	如是𡖋能			2	1	〔朱〕平濁	上平濁＊去							07-04：058	
20-052-01	四種相違疏本文	811	201	能	能	如是𡖋能	如是𡖋能			4	2	〔朱〕去	上平濁＊去							07-04：058	
20-052-01	四種相違疏本文	812	202	成	成	成遮有性	成遮有性			1	2	〔朱〕去濁	去濁上平平							07-04：058	
20-052-01	四種相違疏本文	813	202	遮	遮	成遮有性	成遮有性			2	1	〔朱〕上	去濁上平平							07-04：058	
20-052-01	四種相違疏本文	814	202	有	有	成遮有性	成遮有性			3	1	〔朱〕平	去濁上平平							07-04：058	
20-052-01	四種相違疏本文	815	202	性	性	成遮有性	成遮有性			4	2	〔朱〕平	去濁上平平							07-04：058	
20-052-01	四種相違疏本文	816	203	倶	倶	倶决㝎故	倶决㝎故			1	1	〔朱〕上	上入平濁平							07-04：058	
20-052-01	四種相違疏本文	817	203	决	决	倶决㝎故	倶决㝎故			2	2	〔朱〕入	上入平濁平							07-04：058	
20-052-01	四種相違疏本文	818	203	㝎	㝎	倶决㝎故	倶决㝎故			3	2	〔朱〕平濁	上入平濁平							07-04：058	
20-052-01	四種相違疏本文	819	203	故	故	倶决㝎故	倶决㝎故			4	1	〔朱〕平	上入平濁平							07-04：058	
20-052-01	四種相違疏本文	820	204	此	此	此成𮞒義	此成𮞒義			1	1	〔朱〕平	平去濁上平濁							07-04：058	
20-052-01	四種相違疏本文	821	204	成	成	此成𮞒義	此成𮞒義			2	2	〔朱〕去濁	平去濁上平濁							07-04：058	
20-052-01	四種相違疏本文	822	204	𮞒	𮞒	此成𮞒義	此成𮞒義			3	1	〔朱〕上	平去濁上平濁							07-05：059	
20-052-01	四種相違疏本文	823	204	義	義	此成𮞒義	此成𮞒義			4	1	〔朱〕平濁	平去濁上平濁							07-05：059	
20-052-01	四種相違疏本文	824	205	有	有	有二	有二			1	1	〔朱〕平	平平							07-05：059	
20-052-01	四種相違疏本文	825	205	二	二	有二	有二			2	1	〔朱〕平	平平							07-05：059	
20-052-01	四種相違疏本文	826	206	初	初	初二句牒	初二句牒			1	1	〔朱〕上	上平平平濁							07-05：059	
20-052-01	四種相違疏本文	827	206	二	二	初二句牒	初二句牒			2	1	〔朱〕平	上平平平濁							07-05：059	
20-052-01	四種相違疏本文	828	206	句	句	初二句牒	初二句牒			3	1	〔朱〕平	上平平平濁							07-05：059	
20-052-01	四種相違疏本文	829	206	牒	牒	初二句牒	初二句牒			4	2	〔朱〕平濁	上平平平濁							07-05：059	
20-052-01	四種相違疏本文	830	207	彼	彼	彼先立囙	彼先立囙			1	1	〔朱〕平	平去濁平去／平去濁フ入去							07-05：059	
20-052-01	四種相違疏本文	831	207	先	先	彼先立囙	彼先立囙			2	2	〔朱〕去濁	平去濁平去／平去濁フ入去							07-05：059	
20-052-01	四種相違疏本文	832	207	立	立	彼先立囙	彼先立囙			3	2	〔朱〕平,フ入	平去濁平去／平去濁フ入去							07-05：059	
20-052-01	四種相違疏本文	833	207	囙	囙	彼先立囙	彼先立囙			4	2	〔朱〕去	平去濁平去／平去濁フ入去							07-05：059	
20-052-01	四種相違疏本文	834	208	遮	遮	遮有非實	遮有非實			1	1	〔朱〕上	上平上入濁							07-05：059	
20-052-01	四種相違疏本文	835	208	有	有	遮有非實	遮有非實			2	1	〔朱〕平	上平上入濁							07-05：059	
20-052-01	四種相違疏本文	836	208	非	非	遮有非實	遮有非實			3	1	〔朱〕上	上平上入濁							07-05：059	
20-052-01	四種相違疏本文	837	208	實	實	遮有非實	遮有非實			4	2	〔朱〕入濁	上平上入濁							07-06：060	
20-052-01	四種相違疏本文	838	209	謂	謂	謂有一實	謂有一實			1	1	〔朱〕平	平平入入濁							07-06：060	
20-052-01	四種相違疏本文	839	209	有	有	謂有一實	謂有一實			2	1	〔朱〕平	平平入入濁							07-06：060	
20-052-01	四種相違疏本文	840	209	一	一	謂有一實	謂有一實			3	2	〔朱〕入	平平入入濁							07-06：060	
20-052-01	四種相違疏本文	841	209	實	實	謂有一實	謂有一實			4	2	〔朱〕入濁	平平入入濁							07-06：060	
20-052-01	四種相違疏本文	842	210	有	有	有徳業囙	有徳業囙			1	1	〔朱〕平	平入フ入濁去							07-06：060	
20-052-01	四種相違疏本文	843	210	徳	徳	有徳業囙	有徳業囙			2	2	〔朱〕入	平入フ入濁去							07-06：060	
20-052-01	四種相違疏本文	844	210	業	業	有徳業囙	有徳業囙			3	2	〔朱〕フ入濁	平入フ入濁去							07-06：060	
20-052-01	四種相違疏本文	845	210	囙	囙	有徳業囙	有徳業囙			4	2	〔朱〕去	平入フ入濁去							07-06：060	
20-052-01	四種相違疏本文	846	211	如	如	如前㪽説	如前㪽説			1	1	〔朱〕上	上毘濁平入							07-06：060	
20-052-01	四種相違疏本文	847	211	前	前	如前㪽説	如前㪽説			2	2	〔朱〕毘濁	上毘濁平入							07-06：060	
20-052-01	四種相違疏本文	848	211	㪽	㪽	如前㪽説	如前㪽説			3	1	〔朱〕平	上毘濁平入							07-06：060	
20-052-01	四種相違疏本文	849	211	説	説	如前㪽説	如前㪽説			4	2	〔朱〕入	上毘濁平入							07-06：060	
20-052-01	四種相違疏本文	850	212	能	能	能成有性	能成有性			1	2	〔朱〕去	去毘濁平平							07-06：060	
20-052-01	四種相違疏本文	851	212	成	成	能成有性	能成有性			2	2	〔朱〕毘濁	去毘濁平平							07-07：061	
20-052-01	四種相違疏本文	852	212	有	有	能成有性	能成有性			3	1	〔朱〕平	去毘濁平平							07-07：061	
20-052-01	四種相違疏本文	853	212	性	性	能成有性	能成有性			4	2	〔朱〕平	去毘濁平平							07-07：061	
20-052-01	四種相違疏本文	854	213	遮	遮	遮是實等	遮是實等			1	1	〔朱〕上	上平濁入濁平							07-07：061	
20-052-01	四種相違疏本文	855	213	是	是	遮是實等	遮是實等			2	1	〔朱〕平濁	上平濁入濁平							07-07：061	
20-052-01	四種相違疏本文	856	213	實	實	遮是實等	遮是實等			3	2	〔朱〕入濁	上平濁入濁平							07-07：061	
20-052-01	四種相違疏本文	857	213	等	等	遮是實等	遮是實等			4	2	〔朱〕平	上平濁入濁平							07-07：061	
20-052-01	四種相違疏本文	858	214	等	等	等徳及業	等徳及業			1	2	〔朱〕平	平入フ入濁フ入濁							07-07：061	
20-052-01	四種相違疏本文	859	214	徳	徳	等徳及業	等徳及業			2	2	〔朱〕入	平入フ入濁フ入濁							07-07：061	
20-052-01	四種相違疏本文	860	214	及	及	等徳及業	等徳及業			3	2	〔朱〕フ入濁	平入フ入濁フ入濁							07-07：061	
20-052-01	四種相違疏本文	861	214	業	業	等徳及業	等徳及業			4	2	〔朱〕フ入濁	平入フ入濁フ入濁							07-07：061	
20-052-01	四種相違疏本文	862	215	後	後	後三句顯	後三句顕			1	1	〔朱〕平濁	平濁毘平平							07-07：061	
20-052-01	四種相違疏本文	863	215	三	三	後三句顯	後三句顕			2	2	〔朱〕毘	平濁毘平平							07-07：061	
20-052-01	四種相違疏本文	864	215	句	句	後三句顯	後三句顕			3	1	〔朱〕平	平濁毘平平							07-08：062	
20-052-01	四種相違疏本文	865	215	顯	顕	後三句顯	後三句顕			4	2	〔朱〕平	平濁毘平平							07-08：062	
20-052-01	四種相違疏本文	866	216	此	此	此囙𡖋能	此囙𡖋能			1	1	〔朱〕平	平去入去							07-08：062	
20-052-01	四種相違疏本文	867	216	囙	囙	此囙𡖋能	此囙𡖋能			2	2	〔朱〕去	平去入去							07-08：062	
20-052-01	四種相違疏本文	868	216	𡖋	𡖋	此囙𡖋能	此囙𡖋能			3	2	〔朱〕入	平去入去							07-08：062	
20-052-01	四種相違疏本文	869	216	能	能	此囙𡖋能	此囙𡖋能			4	2	〔朱〕去	平去入去							07-08：062	
20-052-01	四種相違疏本文	870	217	令	令	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			1	2	〔朱〕去	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	871	217	彼	彼	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			2	1	〔朱〕平	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	872	217	有	有	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			3	1	〔朱〕平	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	873	217	𣳬	𣳬	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			4	2	〔朱〕フ入	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	874	217	自	自	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			5	1	〔朱〕平濁	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	875	217	相	相	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			6	2	〔朱〕平	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	876	217	相	相	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			7	2	〔朱〕毘	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	877	217	𮞒	𮞒	令彼有𣳬自相相𮞒	令彼有𣳬自相相𮞒			8	1	〔朱〕上	去平平フ入平濁平毘上							07-08：062	
20-052-01	四種相違疏本文	878	218	謂	謂	謂指於前	謂指於前			1	1	〔朱〕平	平平上毘濁		＊シ＊＊					07-09：063	
20-052-01	四種相違疏本文	879	218	指	指	謂指於前	謂指於前			2	1	〔朱〕平	平平上毘濁	〔院〕シ	＊シ＊＊					07-09：063	
20-052-01	四種相違疏本文	880	218	於	於	謂指於前	謂指於前			3	1	〔朱〕上	平平上毘濁		＊シ＊＊					07-09：063	
20-052-01	四種相違疏本文	881	218	前	前	謂指於前	謂指於前			4	2	〔朱〕毘濁	平平上毘濁		＊シ＊＊					07-09：063	
20-052-01	四種相違疏本文	882	219	如	如	如是此囙	如是此囙			1	1	〔朱〕上	上平濁平去							07-09：063	
20-052-01	四種相違疏本文	883	219	是	是	如是此囙	如是此囙			2	1	〔朱〕平濁	上平濁平去							07-09：063	
20-052-01	四種相違疏本文	884	219	此	此	如是此囙	如是此囙			3	1	〔朱〕平	上平濁平去							07-09：063	
20-052-01	四種相違疏本文	885	219	囙	囙	如是此囙	如是此囙			4	2	〔朱〕去	上平濁平去							07-09：063	
20-052-01	四種相違疏本文	886	220	能	能	𡖋能成立	𡖋能成立			2	2	〔朱〕去	＊去毘濁フ入							07-09：063	
20-052-01	四種相違疏本文	887	220	成	成	𡖋能成立	𡖋能成立			3	2	〔朱〕毘濁	＊去毘濁フ入							07-09：063	
20-052-01	四種相違疏本文	888	220	立	立	𡖋能成立	𡖋能成立			4	2	〔朱〕フ入	＊去毘濁フ入							07-09：063	
20-052-01	四種相違疏本文	889	221	遮	遮	遮彼有性	遮彼有性			1	1	〔墨〕上〔朱〕上	上平平平							07-09：063	
20-052-01	四種相違疏本文	890	221	彼	彼	遮彼有性	遮彼有性			2	1	〔朱〕平	上平平平							07-09：063	
20-052-01	四種相違疏本文	891	221	有	有	遮彼有性	遮彼有性			3	1	〔朱〕平	上平平平							07-09：063	
20-052-01	四種相違疏本文	892	221	性	性	遮彼有性	遮彼有性			4	2	〔朱〕平	上平平平							07-10：064	
20-052-01	四種相違疏本文	893	222	而	而	而非有性	而非有性			1	1	〔朱〕上	上上平平							07-10：064	
